time, "env.T", "env.b.T", "room.T", "room.w.isOpen", "room.r.T", "room.r.tT", "room.r.lambda"
  0.000000,   2.000000,  40.000000,   6.999951,   0.000000,   7.000002,   7.000000,   0.000495
 10.000000,   2.002778,  40.000000,   6.986902,   0.000000,   7.237523,   7.000000,   0.130976
 20.000000,   2.005556,  40.000000,   6.988106,   0.000000,   7.661318,   7.000000,   0.118939
 30.000000,   2.008333,  40.000000,   7.000851,   0.000000,   7.809412,   7.000000,   0.000000
 40.000000,   2.011111,  40.000000,   7.013664,   0.000000,   7.764708,   7.000000,   0.000000
 50.000000,   2.013889,  40.000000,   7.024385,   0.000000,   7.723150,   7.000000,   0.000000
 60.000000,   2.016667,  40.000000,   7.033208,   0.000000,   7.684452,   7.000000,   0.000000
 70.000000,   2.019444,  40.000000,   7.040309,   0.000000,   7.648355,   7.000000,   0.000000
 80.000000,   2.022222,  40.000000,   7.045849,   0.000000,   7.614621,   7.000000,   0.000000
 90.000000,   2.025000,  40.000000,   7.049974,   0.000000,   7.583036,   7.000000,   0.000000
100.000000,   2.027778,  40.000000,   7.052815,   0.000000,   7.553405,   7.000000,   0.000000
110.000000,   2.030556,  40.000000,   7.054494,   0.000000,   7.525550,   7.000000,   0.000000
120.000000,   2.033333,  40.000000,   7.055118,   0.000000,   7.499313,   7.000000,   0.000000
130.000000,   2.036111,  40.000000,   7.054787,   0.000000,   7.474545,   7.000000,   0.000000
140.000000,   2.038889,  40.000000,   7.053591,   0.000000,   7.451115,   7.000000,   0.000000
150.000000,   2.041667,  40.000000,   7.051612,   0.000000,   7.428902,   7.000000,   0.000000
160.000000,   2.044444,  40.000000,   7.048923,   0.000000,   7.407796,   7.000000,   0.000000
170.000000,   2.047222,  40.000000,   7.045593,   0.000000,   7.387699,   7.000000,   0.000000
180.000000,   2.050000,  40.000000,   7.041682,   0.000000,   7.368520,   7.000000,   0.000000
190.000000,   2.052778,  40.000000,   7.037245,   0.000000,   7.350177,   7.000000,   0.000000
200.000000,   2.055556,  40.000000,   7.032334,   0.000000,   7.332596,   7.000000,   0.000000
210.000000,   2.058333,  40.000000,   7.026995,   0.000000,   7.315709,   7.000000,   0.000000
220.000000,   2.061111,  40.000000,   7.021267,   0.000000,   7.299455,   7.000000,   0.000000
230.000000,   2.063889,  40.000000,   7.015191,   0.000000,   7.283777,   7.000000,   0.000000
240.000000,   2.066667,  40.000000,   7.008799,   0.000000,   7.268626,   7.000000,   0.000000
250.000000,   2.069444,  40.000000,   7.002123,   0.000000,   7.253954,   7.000000,   0.000000
260.000000,   2.072222,  40.000000,   6.995637,   0.000000,   7.290579,   7.000000,   0.043628
270.000000,   2.075000,  40.000000,   6.993607,   0.000000,   7.462560,   7.000000,   0.063926
280.000000,   2.077778,  40.000000,   6.997697,   0.000000,   7.584996,   7.000000,   0.023027
290.000000,   2.080556,  40.000000,   7.003276,   0.000000,   7.566212,   7.000000,   0.000000
300.000000,   2.083333,  40.000000,   7.007518,   0.000000,   7.534955,   7.000000,   0.000000
310.000000,   2.086111,  40.000000,   7.010484,   0.000000,   7.505641,   7.000000,   0.000000
320.000000,   2.088889,  40.000000,   7.012293,   0.000000,   7.478094,   7.000000,   0.000000
330.000000,   2.091667,  40.000000,   7.013055,   0.000000,   7.452153,   7.000000,   0.000000
340.000000,   2.094444,  40.000000,   7.012866,   0.000000,   7.427673,   7.000000,   0.000000
350.000000,   2.097222,  40.000000,   7.011817,   0.000000,   7.404523,   7.000000,   0.000000
360.000000,   2.100000,  40.000000,   7.009989,   0.000000,   7.382583,   7.000000,   0.000000
370.000000,   2.102778,  40.000000,   7.007456,   0.000000,   7.361744,   7.000000,   0.000000
380.000000,   2.105556,  40.000000,   7.004284,   0.000000,   7.341907,   7.000000,   0.000000
390.000000,   2.108333,  40.000000,   7.000534,   0.000000,   7.322982,   7.000000,   0.000000
400.000000,   2.111111,  40.000000,   6.996789,   0.000000,   7.352419,   7.000000,   0.032113
410.000000,   2.113889,  40.000000,   6.995993,   0.000000,   7.457793,   7.000000,   0.040068
420.000000,   2.116667,  40.000000,   6.998700,   0.000000,   7.521701,   7.000000,   0.013005
430.000000,   2.119444,  40.000000,   7.001888,   0.000000,   7.500005,   7.000000,   0.000000
440.000000,   2.122222,  40.000000,   7.003939,   0.000000,   7.472299,   7.000000,   0.000000
450.000000,   2.125000,  40.000000,   7.004927,   0.000000,   7.446222,   7.000000,   0.000000
460.000000,   2.127778,  40.000000,   7.004951,   0.000000,   7.421626,   7.000000,   0.000000
470.000000,   2.130556,  40.000000,   7.004102,   0.000000,   7.398377,   7.000000,   0.000000
480.000000,   2.133333,  40.000000,   7.002463,   0.000000,   7.376355,   7.000000,   0.000000
490.000000,   2.136111,  40.000000,   7.000108,   0.000000,   7.355448,   7.000000,   0.000000
500.000000,   2.138889,  40.000000,   6.997585,   0.000000,   7.374882,   7.000000,   0.024146
510.000000,   2.141667,  40.000000,   6.997060,   0.000000,   7.445984,   7.000000,   0.029399
520.000000,   2.144444,  40.000000,   6.998895,   0.000000,   7.488806,   7.000000,   0.011054
530.000000,   2.147222,  40.000000,   7.000996,   0.000000,   7.469506,   7.000000,   0.000000
540.000000,   2.150000,  40.000000,   7.002080,   0.000000,   7.443424,   7.000000,   0.000000
550.000000,   2.152778,  40.000000,   7.002196,   0.000000,   7.418827,   7.000000,   0.000000
560.000000,   2.155556,  40.000000,   7.001435,   0.000000,   7.395584,   7.000000,   0.000000
570.000000,   2.158333,  40.000000,   6.999881,   0.000000,   7.373691,   7.000000,   0.001186
580.000000,   2.161111,  40.000000,   6.998071,   0.000000,   7.387136,   7.000000,   0.019290
590.000000,   2.163889,  40.000000,   6.997683,   0.000000,   7.437939,   7.000000,   0.023170
